id,name,psc,latitude,longitude,location,country
8215,Šamaja,02201,49.4511,18.7944,SRID=4326;POINT (49.4511 18.7944),SK
8216,Didka,02201,49.4511,18.7944,SRID=4326;POINT (49.4511 18.7944),SK
8217,Vojty,02201,49.4511,18.7944,SRID=4326;POINT (49.4511 18.7944),SK
8218,Čadečka,02201,49.4511,18.7944,SRID=4326;POINT (49.4511 18.7944),SK
8219,U Hluška,02201,49.4511,18.7944,SRID=4326;POINT (49.4511 18.7944),SK
8220,Drahošanka,02201,49.4577,18.8183,SRID=4326;POINT (49.4577 18.8183),SK
8221,Milošová,02201,49.4632,18.7634,SRID=4326;POINT (49.4632 18.7634),SK
8222,Rieka,02201,49.4511,18.7944,SRID=4326;POINT (49.4511 18.7944),SK
8223,Kyzka,02204,49.3759,18.6156,SRID=4326;POINT (49.3759 18.6156),SK
8224,Butty,02204,49.3759,18.6156,SRID=4326;POINT (49.3759 18.6156),SK
8225,Čadca - Kyčerka,02204,49.3759,18.6156,SRID=4326;POINT (49.3759 18.6156),SK
8226,Kýčerka,02204,49.3759,18.6156,SRID=4326;POINT (49.3759 18.6156),SK
8227,Ladunkov,02204,49.3759,18.6156,SRID=4326;POINT (49.3759 18.6156),SK
8228,Škrabáka,02204,49.3759,18.6156,SRID=4326;POINT (49.3759 18.6156),SK
8229,Krkošky,02204,49.3759,18.6156,SRID=4326;POINT (49.3759 18.6156),SK
8230,Oščadnica,02301,49.4357,18.8819,SRID=4326;POINT (49.4357 18.8819),SK
8231,Kalinov,02302,49.3776,18.8337,SRID=4326;POINT (49.3776 18.8337),SK
8232,Krásno nad Kysucou,02302,49.3957,18.8343,SRID=4326;POINT (49.3957 18.8343),SK
8233,Sihelník,02204,49.3759,18.6156,SRID=4326;POINT (49.3759 18.6156),SK
8234,Zákysučie,02302,49.3776,18.8337,SRID=4326;POINT (49.3776 18.8337),SK
8235,Dunajov,02302,49.362,18.8214,SRID=4326;POINT (49.362 18.8214),SK
8236,Zborov nad Bystricou,02303,49.3797,18.8866,SRID=4326;POINT (49.3797 18.8866),SK
8237,Radôstka,02304,49.3192,18.9395,SRID=4326;POINT (49.3192 18.9395),SK
8238,Stará Bystrica,02304,49.3474,18.9491,SRID=4326;POINT (49.3474 18.9491),SK
8239,Klubina,02304,49.3544,18.8935,SRID=4326;POINT (49.3544 18.8935),SK
8240,Nová Bystrica,02305,49.345,19.0145,SRID=4326;POINT (49.345 19.0145),SK
8241,Riečnica,02305,49.3249,19.0761,SRID=4326;POINT (49.3249 19.0761),SK
8242,Husarik,02204,49.3759,18.6156,SRID=4326;POINT (49.3759 18.6156),SK
8243,U Siheľnika,02201,49.4511,18.7944,SRID=4326;POINT (49.4511 18.7944),SK
8244,Lány,02304,49.3403,18.9274,SRID=4326;POINT (49.3403 18.9274),SK
8245,Blažková,02311,49.4073,18.7318,SRID=4326;POINT (49.4073 18.7318),SK
8246,Vychylovka,02305,49.3349,19.0453,SRID=4326;POINT (49.3349 19.0453),SK
8247,Zákopčie,02311,49.4073,18.7318,SRID=4326;POINT (49.4073 18.7318),SK
8248,U Polievkov,02311,49.4073,18.7318,SRID=4326;POINT (49.4073 18.7318),SK
8249,U Kľukov,02311,49.4073,18.7318,SRID=4326;POINT (49.4073 18.7318),SK
8250,Harvelka,02305,49.3349,19.0453,SRID=4326;POINT (49.3349 19.0453),SK
8251,Blažkov,02302,49.375,18.8454,SRID=4326;POINT (49.375 18.8454),SK
8252,U Holých,02311,49.4073,18.7318,SRID=4326;POINT (49.4073 18.7318),SK
8253,Čierne,02313,49.4936,18.8195,SRID=4326;POINT (49.4936 18.8195),SK
8254,Svrčinovec,02312,49.4809,18.7962,SRID=4326;POINT (49.4809 18.7962),SK
8255,U Rulcov,02311,49.4073,18.7318,SRID=4326;POINT (49.4073 18.7318),SK
8256,U Kordišov,02311,49.4073,18.7318,SRID=4326;POINT (49.4073 18.7318),SK
8257,Vyšná Korňa,02321,49.433,18.5229,SRID=4326;POINT (49.433 18.5229),SK
8258,Kornica,02322,49.4562,18.5484,SRID=4326;POINT (49.4562 18.5484),SK
8259,Rybárie,02322,49.4522,18.5566,SRID=4326;POINT (49.4522 18.5566),SK
8260,Vrchpredmier,02322,49.4522,18.5566,SRID=4326;POINT (49.4522 18.5566),SK
8261,Nižná Korňa,02321,49.4067,18.5419,SRID=4326;POINT (49.4067 18.5419),SK
8262,Hlavice,02322,49.4522,18.5566,SRID=4326;POINT (49.4522 18.5566),SK
8263,Riečky,02322,49.4522,18.5566,SRID=4326;POINT (49.4522 18.5566),SK
8264,Skalité,02314,49.4966,18.8971,SRID=4326;POINT (49.4966 18.8971),SK
8265,Klin,02322,49.4522,18.5566,SRID=4326;POINT (49.4522 18.5566),SK
8266,Hrubý Buk,02352,49.4236,18.6762,SRID=4326;POINT (49.4236 18.6762),SK
8267,Javorová,02322,49.4522,18.5566,SRID=4326;POINT (49.4522 18.5566),SK
8268,Korňa,02321,49.4067,18.5419,SRID=4326;POINT (49.4067 18.5419),SK
8269,Olešná,02352,49.4236,18.6762,SRID=4326;POINT (49.4236 18.6762),SK
8270,Klokočov,02322,49.4483,18.5648,SRID=4326;POINT (49.4483 18.5648),SK
8271,Vyšný Koniec,02354,49.3507,18.6782,SRID=4326;POINT (49.3507 18.6782),SK
8272,Raková,02351,49.4448,18.7379,SRID=4326;POINT (49.4448 18.7379),SK
8273,Predmier,02354,49.1985,18.5327,SRID=4326;POINT (49.1985 18.5327),SK
8274,Turkov,02354,49.3667,18.6074,SRID=4326;POINT (49.3667 18.6074),SK
8275,Staškov,02353,49.421,18.6869,SRID=4326;POINT (49.421 18.6869),SK
8276,Dlhá nad Kysucou,02354,49.3507,18.6782,SRID=4326;POINT (49.3507 18.6782),SK
8277,Semeteš,02355,49.3587,18.5784,SRID=4326;POINT (49.3587 18.5784),SK
8278,Hlinené,02354,49.3507,18.6782,SRID=4326;POINT (49.3507 18.6782),SK
8279,Turzovka,02354,49.4043,18.6226,SRID=4326;POINT (49.4043 18.6226),SK
8280,Jedľovník,02355,49.3744,18.5401,SRID=4326;POINT (49.3744 18.5401),SK
8281,Závodie,02354,49.4333,18.95,SRID=4326;POINT (49.4333 18.95),SK
8282,Zlámaná,02355,49.3744,18.5401,SRID=4326;POINT (49.3744 18.5401),SK
8283,Nižný Kelčov,02355,49.3975,18.4904,SRID=4326;POINT (49.3975 18.4904),SK
8284,Vysoká nad Kysucou,02355,49.3785,18.5441,SRID=4326;POINT (49.3785 18.5441),SK
8285,Makov,02356,49.3705,18.4804,SRID=4326;POINT (49.3705 18.4804),SK
8286,Kopanice,02356,49.4321,18.65,SRID=4326;POINT (49.4321 18.65),SK
8287,Podvysoká,02357,49.4127,18.6646,SRID=4326;POINT (49.4127 18.6646),SK
8288,Vrchrieka,02355,49.3628,18.5475,SRID=4326;POINT (49.3628 18.5475),SK
8289,Čierne,02356,49.4936,18.8195,SRID=4326;POINT (49.4936 18.8195),SK
8290,Zátoka,02355,49.3744,18.5401,SRID=4326;POINT (49.3744 18.5401),SK
8291,Potok,02356,49.4321,18.65,SRID=4326;POINT (49.4321 18.65),SK
8292,Osádka,02601,49.1846,19.3885,SRID=4326;POINT (49.1846 19.3885),SK
8293,Trojačka,02356,49.4321,18.65,SRID=4326;POINT (49.4321 18.65),SK
8294,Jasenová,02601,49.1764,19.2957,SRID=4326;POINT (49.1764 19.2957),SK
8295,Beňova Lehota,02601,49.2314,19.2628,SRID=4326;POINT (49.2314 19.2628),SK
8296,Srňacie,02601,49.2014,19.3654,SRID=4326;POINT (49.2014 19.3654),SK
8297,Malatiná,02601,49.1863,19.433,SRID=4326;POINT (49.1863 19.433),SK
8298,Vyšný Kelčov,02355,49.3744,18.5401,SRID=4326;POINT (49.3744 18.5401),SK
8299,Malý Bysterec,02601,49.2138,19.2726,SRID=4326;POINT (49.2138 19.2726),SK
8300,Mokraď,02601,49.2329,19.3031,SRID=4326;POINT (49.2329 19.3031),SK
8301,Záskalie,02601,49.224,19.2963,SRID=4326;POINT (49.224 19.2963),SK
8302,Pucov,02601,49.2177,19.3785,SRID=4326;POINT (49.2177 19.3785),SK
8303,Dolný Kubín,02601,49.2098,19.3034,SRID=4326;POINT (49.2098 19.3034),SK
8304,Leštiny,02601,49.1885,19.3521,SRID=4326;POINT (49.1885 19.3521),SK
8305,Párnica,02601,49.1942,19.1976,SRID=4326;POINT (49.1942 19.1976),SK
8306,Bziny,02601,49.2274,19.3232,SRID=4326;POINT (49.2274 19.3232),SK
8307,Pokryváč,02601,49.2029,19.394,SRID=4326;POINT (49.2029 19.394),SK
8308,Kňažia,02601,49.2341,19.3183,SRID=4326;POINT (49.2341 19.3183),SK
8309,Vyšný Kubín,02601,49.1844,19.317,SRID=4326;POINT (49.1844 19.317),SK
8310,Veľký Bysterec,02601,49.2109,19.2854,SRID=4326;POINT (49.2109 19.2854),SK
8311,Kozinská,02705,49.286,19.1951,SRID=4326;POINT (49.286 19.1951),SK
8312,Plešivá,02705,49.2674,19.1813,SRID=4326;POINT (49.2674 19.1813),SK
8313,Biela,02705,49.2409,19.1339,SRID=4326;POINT (49.2409 19.1339),SK
8314,Dolina,02705,49.038,18.9423,SRID=4326;POINT (49.038 18.9423),SK
8315,Medzibrodie n/Oravou,02601,49.2069,19.3221,SRID=4326;POINT (49.2069 19.3221),SK
8316,Havrania,02705,49.2979,19.1889,SRID=4326;POINT (49.2979 19.1889),SK
8317,Medzihradné,02601,49.2041,19.3108,SRID=4326;POINT (49.2041 19.3108),SK
8318,Končitá,02705,49.2342,19.1324,SRID=4326;POINT (49.2342 19.1324),SK
8319,Petrová,02705,49.2342,19.1324,SRID=4326;POINT (49.2342 19.1324),SK
8320,Zázrivá,02705,49.2748,19.153,SRID=4326;POINT (49.2748 19.153),SK
8321,Ráztoky,02705,49.2342,19.1324,SRID=4326;POINT (49.2342 19.1324),SK
8322,Grúne,02705,49.2342,19.1324,SRID=4326;POINT (49.2342 19.1324),SK
8323,Demkovská,02705,49.2342,19.1324,SRID=4326;POINT (49.2342 19.1324),SK
8324,Dolná Lehota,02741,49.2621,19.3823,SRID=4326;POINT (49.2621 19.3823),SK
8325,Široká,02741,49.2458,19.3391,SRID=4326;POINT (49.2458 19.3391),SK
8326,Horná Lehota,02741,49.2543,19.4026,SRID=4326;POINT (49.2543 19.4026),SK
8327,Kraľovany,02751,49.1518,19.1306,SRID=4326;POINT (49.1518 19.1306),SK
8328,Pribiš,02741,49.2208,19.4051,SRID=4326;POINT (49.2208 19.4051),SK
8329,Revišné,02754,49.2199,19.241,SRID=4326;POINT (49.2199 19.241),SK
8330,Oravská Poruba,02754,49.2071,19.251,SRID=4326;POINT (49.2071 19.251),SK
8331,Žaškov,02721,49.1724,19.2174,SRID=4326;POINT (49.1724 19.2174),SK
8332,Zábrež,02754,49.1943,19.2647,SRID=4326;POINT (49.1943 19.2647),SK
8333,Istebné,02753,49.2151,19.2217,SRID=4326;POINT (49.2151 19.2217),SK
8334,Oravský Podzámok,02741,49.2594,19.3569,SRID=4326;POINT (49.2594 19.3569),SK
8335,Krivá,02755,49.2835,19.4798,SRID=4326;POINT (49.2835 19.4798),SK
8336,Chlebnice,02755,49.2321,19.4624,SRID=4326;POINT (49.2321 19.4624),SK
8337,Veličná,02754,49.207,19.2473,SRID=4326;POINT (49.207 19.2473),SK
8338,Rudinka,02331,49.2723,18.7506,SRID=4326;POINT (49.2723 18.7506),SK
8339,Dlhá nad Oravou,02755,49.2667,19.45,SRID=4326;POINT (49.2667 19.45),SK
8340,Snežnica,02332,49.2653,18.7872,SRID=4326;POINT (49.2653 18.7872),SK
8341,Rudina,02331,49.2888,18.7355,SRID=4326;POINT (49.2888 18.7355),SK
8342,Oškerda,02332,49.2772,18.768,SRID=4326;POINT (49.2772 18.768),SK
8343,Rudinská,02331,49.315,18.7176,SRID=4326;POINT (49.315 18.7176),SK
8344,Sedliacka Dubová,02755,49.2605,19.4299,SRID=4326;POINT (49.2605 19.4299),SK
8345,Povina,02333,49.3117,18.81,SRID=4326;POINT (49.3117 18.81),SK
8346,Kysucký Lieskovec,02334,49.3388,18.8161,SRID=4326;POINT (49.3388 18.8161),SK
8347,Lodno,02334,49.3346,18.8678,SRID=4326;POINT (49.3346 18.8678),SK
8348,Ochodnica,02335,49.3489,18.7896,SRID=4326;POINT (49.3489 18.7896),SK
8349,Budatínska Lehota,02336,49.2977,18.8003,SRID=4326;POINT (49.2977 18.8003),SK
8350,Radoľa,02336,49.2942,18.7924,SRID=4326;POINT (49.2942 18.7924),SK
8351,Pažite,02336,49.2746,18.8379,SRID=4326;POINT (49.2746 18.8379),SK
8352,Lopušná,02336,49.28,18.827,SRID=4326;POINT (49.28 18.827),SK
8353,Dolný Vadičov,02345,49.2701,18.8462,SRID=4326;POINT (49.2701 18.8462),SK
8354,Dubie,02401,49.298,18.7614,SRID=4326;POINT (49.298 18.7614),SK
8355,Veľké Borové,02732,49.198,19.5195,SRID=4326;POINT (49.198 19.5195),SK
8356,Nesluša,02341,49.3177,18.7415,SRID=4326;POINT (49.3177 18.7415),SK
8357,Lopuš.Pažite-Lopušná,02336,49.2866,18.8144,SRID=4326;POINT (49.2866 18.8144),SK
8358,Horný Vadičov,02345,49.275,18.8937,SRID=4326;POINT (49.275 18.8937),SK
8359,Huty,02732,49.2224,19.5728,SRID=4326;POINT (49.2224 19.5728),SK
8360,Demänová,03101,49.063,19.5844,SRID=4326;POINT (49.063 19.5844),SK
8361,Andice,03101,49.0731,19.5519,SRID=4326;POINT (49.0731 19.5519),SK
8362,Malé Borové,02732,49.2271,19.5334,SRID=4326;POINT (49.2271 19.5334),SK
8363,Lopuš.Pažite-Pažite,02336,49.2866,18.8144,SRID=4326;POINT (49.2866 18.8144),SK
8364,Liptovský Trnovec,03101,49.1204,19.5471,SRID=4326;POINT (49.1204 19.5471),SK
8365,Ploštín,03101,49.0558,19.6058,SRID=4326;POINT (49.0558 19.6058),SK
8366,Iľanovo,03101,49.0668,19.5725,SRID=4326;POINT (49.0668 19.5725),SK
8367,Bodice,03101,49.0589,19.5752,SRID=4326;POINT (49.0589 19.5752),SK
8368,Palúdzka,03101,49.0815,19.5962,SRID=4326;POINT (49.0815 19.5962),SK
8369,Beňušovce,03101,49.1372,19.5533,SRID=4326;POINT (49.1372 19.5533),SK
8370,Demänovská Dolina,03101,48.9709,19.5843,SRID=4326;POINT (48.9709 19.5843),SK
8371,Vitálišovce,03104,49.0884,19.6504,SRID=4326;POINT (49.0884 19.6504),SK
8372,Benice,03101,49.074,19.5627,SRID=4326;POINT (49.074 19.5627),SK
8373,Liptovská Ondrašová,03105,49.0947,19.5909,SRID=4326;POINT (49.0947 19.5909),SK
8374,Veterná Poruba,03104,49.1091,19.6764,SRID=4326;POINT (49.1091 19.6764),SK
8375,Závažná Poruba,03202,49.054,19.6491,SRID=4326;POINT (49.054 19.6491),SK
8376,Liptovský Ján,03203,49.0486,19.6785,SRID=4326;POINT (49.0486 19.6785),SK
8377,Uhorská Ves,03203,49.0584,19.6823,SRID=4326;POINT (49.0584 19.6823),SK
8378,Beňadiková,03204,49.0756,19.6805,SRID=4326;POINT (49.0756 19.6805),SK
8379,Pavčina Lehota,03101,49.0331,19.564,SRID=4326;POINT (49.0331 19.564),SK
8380,Konská,03204,49.1179,19.7177,SRID=4326;POINT (49.1179 19.7177),SK
8381,Svätý Kríž,03211,49.05,19.5333,SRID=4326;POINT (49.05 19.5333),SK
8382,Žiar,03205,49.1308,19.6652,SRID=4326;POINT (49.1308 19.6652),SK
8383,Okoličné,03104,49.091,19.6656,SRID=4326;POINT (49.091 19.6656),SK
8384,Galovany,03211,49.0736,19.5325,SRID=4326;POINT (49.0736 19.5325),SK
8385,Smrečany,03205,49.1194,19.6518,SRID=4326;POINT (49.1194 19.6518),SK
8386,Dúbrava,03212,49.0391,19.4953,SRID=4326;POINT (49.0391 19.4953),SK
8387,Stošice,03104,49.0755,19.6698,SRID=4326;POINT (49.0755 19.6698),SK
8388,Lazisko,03211,49.0295,19.5411,SRID=4326;POINT (49.0295 19.5411),SK
8389,Vlašky,03213,49.0983,19.4687,SRID=4326;POINT (49.0983 19.4687),SK
8390,Vlachy,03213,49.0931,19.478,SRID=4326;POINT (49.0931 19.478),SK
8391,Krmeš,03213,49.083,19.4797,SRID=4326;POINT (49.083 19.4797),SK
8392,Liptovský Ondrej,03204,49.0974,19.713,SRID=4326;POINT (49.0974 19.713),SK
8393,Jakubovany,03204,49.1031,19.7248,SRID=4326;POINT (49.1031 19.7248),SK
8394,Gôtovany,03214,49.0603,19.5043,SRID=4326;POINT (49.0603 19.5043),SK
8395,Liptovské Kľačany,03214,49.0335,19.475,SRID=4326;POINT (49.0335 19.475),SK
8396,Železnô,03215,49.026,19.442,SRID=4326;POINT (49.026 19.442),SK
8397,Partizánska Ľupča,03215,49.0648,19.4352,SRID=4326;POINT (49.0648 19.4352),SK
8398,Magurka,03215,48.944,19.4317,SRID=4326;POINT (48.944 19.4317),SK
8399,Fiačice,03214,49.0679,19.5003,SRID=4326;POINT (49.0679 19.5003),SK
8400,Jalovec,03221,49.1363,19.6295,SRID=4326;POINT (49.1363 19.6295),SK
8401,Bobrovček,03221,49.1437,19.6045,SRID=4326;POINT (49.1437 19.6045),SK
8402,Ľubeľa,03214,49.0522,19.4793,SRID=4326;POINT (49.0522 19.4793),SK
8403,Liptovské Beharovce,03221,49.1366,19.5779,SRID=4326;POINT (49.1366 19.5779),SK
8404,Bobrovec,03221,49.1211,19.6141,SRID=4326;POINT (49.1211 19.6141),SK
8405,Trstené,03221,49.1122,19.6192,SRID=4326;POINT (49.1122 19.6192),SK
8406,Ižipovce,03223,49.1405,19.4911,SRID=4326;POINT (49.1405 19.4911),SK
8407,Pavlova Ves,03221,49.1293,19.5842,SRID=4326;POINT (49.1293 19.5842),SK
8408,Tvarožná,03223,49.109,19.4696,SRID=4326;POINT (49.109 19.4696),SK
8409,Dlhá Lúka,03223,49.1617,19.537,SRID=4326;POINT (49.1617 19.537),SK
8410,Liptovské Matiašovce,03223,49.1606,19.5649,SRID=4326;POINT (49.1606 19.5649),SK
8411,Kvačany,03223,49.1683,19.5436,SRID=4326;POINT (49.1683 19.5436),SK
8412,Liptovská Sielnica,03223,49.1431,19.5142,SRID=4326;POINT (49.1431 19.5142),SK
8413,Bukovina,03223,49.1348,19.4708,SRID=4326;POINT (49.1348 19.4708),SK
8414,Brnice,03223,49.138,19.5107,SRID=4326;POINT (49.138 19.5107),SK
8415,Prosiek,03223,49.1458,19.5017,SRID=4326;POINT (49.1458 19.5017),SK
8416,Malatíny,03215,49.0692,19.4592,SRID=4326;POINT (49.0692 19.4592),SK
8417,Vyšné Matiašovce,03223,49.1645,19.56,SRID=4326;POINT (49.1645 19.56),SK
8418,Liptovská Anna,03223,49.1467,19.4687,SRID=4326;POINT (49.1467 19.4687),SK
8419,Hliník,03223,49.122,19.4888,SRID=4326;POINT (49.122 19.4888),SK
8420,Nižné Matiašovce,03223,49.1527,19.5464,SRID=4326;POINT (49.1527 19.5464),SK
8421,Zádiel,03223,49.1333,19.5,SRID=4326;POINT (49.1333 19.5),SK
8422,Čierny Váh,03233,49.0169,19.8213,SRID=4326;POINT (49.0169 19.8213),SK
8423,Hybe,03231,49.0444,19.8289,SRID=4326;POINT (49.0444 19.8289),SK
8424,Bobrovník,03223,49.1162,19.4768,SRID=4326;POINT (49.1162 19.4768),SK
8425,Nižná Boca,03234,48.9481,19.7695,SRID=4326;POINT (48.9481 19.7695),SK
8426,Východná,03232,49.0591,19.8901,SRID=4326;POINT (49.0591 19.8901),SK
8427,Vyšná Boca,03234,48.9266,19.7527,SRID=4326;POINT (48.9266 19.7527),SK
8428,Pribylina,03242,49.0995,19.7943,SRID=4326;POINT (49.0995 19.7943),SK
8429,Malužiná,03234,48.9804,19.7689,SRID=4326;POINT (48.9804 19.7689),SK
8430,Liptovská Kokava,03244,49.0892,19.8175,SRID=4326;POINT (49.0892 19.8175),SK
8431,Vavrišovo,03242,49.0713,19.7616,SRID=4326;POINT (49.0713 19.7616),SK
8432,Podbanské,03242,49.1467,19.9073,SRID=4326;POINT (49.1467 19.9073),SK
8433,Važec,03261,49.0597,19.9804,SRID=4326;POINT (49.0597 19.9804),SK
8434,Liptovský Hrádok,03301,49.0396,19.7234,SRID=4326;POINT (49.0396 19.7234),SK
8435,Liptovský Peter,03301,49.05,19.7333,SRID=4326;POINT (49.05 19.7333),SK
8436,Tomčany,03601,49.0617,18.9432,SRID=4326;POINT (49.0617 18.9432),SK
8437,Záturčie,03601,49.0925,18.9181,SRID=4326;POINT (49.0925 18.9181),SK
8438,Kráľova Lehota,03233,49.0226,19.7899,SRID=4326;POINT (49.0226 19.7899),SK
8439,Podháj,03601,49.0726,18.9282,SRID=4326;POINT (49.0726 18.9282),SK
8440,Dovalovo,03301,49.0497,19.7607,SRID=4326;POINT (49.0497 19.7607),SK
8441,Košúty,03601,49.0867,18.9371,SRID=4326;POINT (49.0867 18.9371),SK
8442,Martin,03601,49.0665,18.924,SRID=4326;POINT (49.0665 18.924),SK
8443,Jamník,03301,49.0709,19.7098,SRID=4326;POINT (49.0709 19.7098),SK
8444,Podtureň,03301,49.0529,19.6944,SRID=4326;POINT (49.0529 19.6944),SK
8445,Dolné Jaseno,03802,49.0308,18.9894,SRID=4326;POINT (49.0308 18.9894),SK
8446,Dolný Kalník,03802,49.0416,18.9629,SRID=4326;POINT (49.0416 18.9629),SK
8447,Horný Kalník,03802,49.0344,18.969,SRID=4326;POINT (49.0344 18.969),SK
8448,Svarín,03233,49.0113,19.8526,SRID=4326;POINT (49.0113 19.8526),SK
8449,Diaková,03802,49.0503,18.9631,SRID=4326;POINT (49.0503 18.9631),SK
8450,Jahodníky,03601,49.0556,18.9187,SRID=4326;POINT (49.0556 18.9187),SK
8451,Liptovská Porúbka,03301,49.031,19.7359,SRID=4326;POINT (49.031 19.7359),SK
8452,Horné Jaseno,03802,49.0231,18.9936,SRID=4326;POINT (49.0231 18.9936),SK
8453,Turčianske Jaseno,03802,49.0385,18.9725,SRID=4326;POINT (49.0385 18.9725),SK
8454,Sklabinský Podzámok,03803,49.052,19.0275,SRID=4326;POINT (49.052 19.0275),SK
8455,Dulice,03811,49.0016,18.9799,SRID=4326;POINT (49.0016 18.9799),SK
8456,Sklabiňa,03803,49.0448,19.0028,SRID=4326;POINT (49.0448 19.0028),SK
8457,Dražkovce,03802,49.051,18.9569,SRID=4326;POINT (49.051 18.9569),SK
8458,Karlová,03815,48.9606,18.9007,SRID=4326;POINT (48.9606 18.9007),SK
8459,Bystrička,03804,49.05,18.8833,SRID=4326;POINT (49.05 18.8833),SK
8460,Belá - Dulice,03811,49.0016,18.9799,SRID=4326;POINT (49.0016 18.9799),SK
8461,Vrícko,03831,48.97,18.7048,SRID=4326;POINT (48.97 18.7048),SK
8462,Žabokreky,03840,49.0243,18.9238,SRID=4326;POINT (49.0243 18.9238),SK
8463,Košťany nad Turcom,03841,49.0299,18.9044,SRID=4326;POINT (49.0299 18.9044),SK
8464,Necpaly,03812,48.9871,18.9659,SRID=4326;POINT (48.9871 18.9659),SK
8465,Blatnica,03815,48.937,18.9245,SRID=4326;POINT (48.937 18.9245),SK
8466,Valča,03835,49.0018,18.845,SRID=4326;POINT (49.0018 18.845),SK
8467,Trebostovo,03841,49.0246,18.8609,SRID=4326;POINT (49.0246 18.8609),SK
8468,Turčiansky Peter,03841,49.0315,18.8888,SRID=4326;POINT (49.0315 18.8888),SK
8469,Folkušová,03842,48.9686,18.9477,SRID=4326;POINT (48.9686 18.9477),SK
8470,Záborie,03803,49.0371,18.9839,SRID=4326;POINT (49.0371 18.9839),SK
8471,Ležiachov,03842,48.9794,18.8582,SRID=4326;POINT (48.9794 18.8582),SK
8472,Ďanová,03842,48.9867,18.8885,SRID=4326;POINT (48.9867 18.8885),SK
8473,Rakovo,03842,48.9888,18.882,SRID=4326;POINT (48.9888 18.882),SK
8474,Benice,03842,48.9959,18.8716,SRID=4326;POINT (48.9959 18.8716),SK
8475,Turčiansky Ďur,03843,48.9667,18.8409,SRID=4326;POINT (48.9667 18.8409),SK
8476,Slovany,03843,48.9722,18.823,SRID=4326;POINT (48.9722 18.823),SK
8477,Kláštor pod Znievom,03843,48.9762,18.8026,SRID=4326;POINT (48.9762 18.8026),SK
8478,Trnovo,03841,49.0158,18.8586,SRID=4326;POINT (49.0158 18.8586),SK
8479,Príbovce,03842,49.001,18.8829,SRID=4326;POINT (49.001 18.8829),SK
8480,Socovce,03843,48.9511,18.867,SRID=4326;POINT (48.9511 18.867),SK
8481,Laskár,03843,48.9566,18.8779,SRID=4326;POINT (48.9566 18.8779),SK
8482,Sučany,03852,49.0999,18.9907,SRID=4326;POINT (49.0999 18.9907),SK
8483,Turany,03853,49.1175,19.0403,SRID=4326;POINT (49.1175 19.0403),SK
8484,Lazany,03843,48.9801,18.7938,SRID=4326;POINT (48.9801 18.7938),SK
8485,Krpeľany,03854,49.1252,19.0904,SRID=4326;POINT (49.1252 19.0904),SK
8486,Podhradie,03852,49.0861,19.0545,SRID=4326;POINT (49.0861 19.0545),SK
8487,Turč.Štiavnička,03851,49.1149,19.0617,SRID=4326;POINT (49.1149 19.0617),SK
8488,Valentová,03843,48.9643,18.8811,SRID=4326;POINT (48.9643 18.8811),SK
8489,Konské,03852,49.0994,19.0713,SRID=4326;POINT (49.0994 19.0713),SK
8490,Hosťovce,04402,48.5667,20.8667,SRID=4326;POINT (48.5667 20.8667),SK
8491,Peder,04405,48.5782,20.9506,SRID=4326;POINT (48.5782 20.9506),SK
8492,Janík,04405,48.5548,20.9688,SRID=4326;POINT (48.5548 20.9688),SK
8493,Skároš,04411,48.5876,21.3761,SRID=4326;POINT (48.5876 21.3761),SK
8494,Geča,04410,48.6279,21.3099,SRID=4326;POINT (48.6279 21.3099),SK
8495,Ždaňa,04411,48.6013,21.3491,SRID=4326;POINT (48.6013 21.3491),SK
8496,Vyšný Klátov,04412,48.7448,21.1246,SRID=4326;POINT (48.7448 21.1246),SK
8497,Bernátovce,04413,48.641,21.2996,SRID=4326;POINT (48.641 21.2996),SK
8498,Nižný Klátov,04412,48.7292,21.142,SRID=4326;POINT (48.7292 21.142),SK
8499,Hýľov,04412,48.7303,21.106,SRID=4326;POINT (48.7303 21.106),SK
8500,Všechsvätých,04413,48.6382,21.303,SRID=4326;POINT (48.6382 21.303),SK
8501,Buzice,04413,48.6462,21.2973,SRID=4326;POINT (48.6462 21.2973),SK
8502,Kokšov - Bakša,04413,48.6455,21.324,SRID=4326;POINT (48.6455 21.324),SK
8503,Valaliky,04413,48.6358,21.2988,SRID=4326;POINT (48.6358 21.2988),SK
8504,Geča č. 107-110,04414,48.5993,21.315,SRID=4326;POINT (48.5993 21.315),SK
8505,Vyšná Myšľa,04415,48.6353,21.3889,SRID=4326;POINT (48.6353 21.3889),SK
8506,Gyňov,04414,48.5886,21.3037,SRID=4326;POINT (48.5886 21.3037),SK
8507,Nižná Myšľa,04415,48.6239,21.3651,SRID=4326;POINT (48.6239 21.3651),SK
8508,Blažice,04416,48.6672,21.4106,SRID=4326;POINT (48.6672 21.4106),SK
8509,Vyšný Čaj,04416,48.6835,21.3989,SRID=4326;POINT (48.6835 21.3989),SK
8510,Čaňa,04414,48.6099,21.3262,SRID=4326;POINT (48.6099 21.3262),SK
8511,Košťany,04413,48.6326,21.3023,SRID=4326;POINT (48.6326 21.3023),SK
8512,Trstené pri Hornáde,04411,48.5755,21.3343,SRID=4326;POINT (48.5755 21.3343),SK
8513,Rákoš,04416,48.6428,21.4273,SRID=4326;POINT (48.6428 21.4273),SK
8514,Slanská Huta,04417,48.5989,21.4644,SRID=4326;POINT (48.5989 21.4644),SK
